team,league_points,wins,losses,map_differential,maps_won,maps_lost,opponent_points,opponent_differential,sim_number,rank
Philadelphia Fusion,9,9,7,8,34,26,129,0,5408,4
Hangzhou Spark,8,8,8,4,33,29,128,-9,5408,5
New York Excelsior,8,8,8,0,31,31,121,-38,5408,6
Guangzhou Charge,4,4,12,-21,18,39,140,65,5408,7
Los Angeles Valiant,0,0,16,-46,2,48,147,108,5408,8
Shanghai Dragons,19,11,5,18,37,19,126,-17,5409,1
Chengdu Hunters,14,11,5,18,38,20,117,-64,5409,2
Seoul Dynasty,12,12,4,16,38,22,119,-37,5409,3
Philadelphia Fusion,11,11,5,17,38,21,124,-20,5409,4
Hangzhou Spark,8,8,8,3,33,30,127,-11,5409,5
New York Excelsior,7,7,9,-4,28,32,125,-20,5409,6
Guangzhou Charge,4,4,12,-23,17,40,140,65,5409,7
Los Angeles Valiant,0,0,16,-45,3,48,146,104,5409,8
Shanghai Dragons,22,12,4,22,38,16,123,-27,5410,1
Chengdu Hunters,13,11,5,17,38,21,117,-62,5410,2
Philadelphia Fusion,12,11,5,17,38,21,124,-21,5410,3
Seoul Dynasty,11,11,5,13,36,23,122,-28,5410,4
Hangzhou Spark,8,8,8,4,33,29,128,-10,5410,5
New York Excelsior,7,7,9,-4,28,32,125,-20,5410,6
Guangzhou Charge,4,4,12,-24,16,40,139,65,5410,7
Los Angeles Valiant,0,0,16,-45,3,48,146,103,5410,8
Shanghai Dragons,20,12,4,21,38,17,123,-25,5411,1
Seoul Dynasty,13,12,4,17,39,22,121,-33,5411,2
Chengdu Hunters,13,11,5,18,38,20,116,-70,5411,3
Philadelphia Fusion,10,10,6,12,37,25,126,-8,5411,4
Hangzhou Spark,7,7,9,0,31,31,131,1,5411,5
New York Excelsior,7,7,9,-2,30,32,124,-30,5411,6
Guangzhou Charge,5,5,11,-20,18,38,137,57,5411,7
Los Angeles Valiant,0,0,16,-46,2,48,146,108,5411,8
Shanghai Dragons,22,12,4,21,38,17,122,-26,5412,1
Chengdu Hunters,13,11,5,17,38,21,117,-64,5412,2
Philadelphia Fusion,11,11,5,15,38,23,124,-17,5412,3
Seoul Dynasty,11,11,5,15,38,23,123,-29,5412,4
Hangzhou Spark,7,7,9,1,32,31,131,-1,5412,5
New York Excelsior,7,7,9,-4,28,32,125,-22,5412,6
Guangzhou Charge,5,5,11,-20,18,38,136,56,5412,7
Los Angeles Valiant,0,0,16,-45,3,48,146,103,5412,8
Shanghai Dragons,23,12,4,19,38,19,124,-16,5413,1
Chengdu Hunters,13,11,5,16,38,22,116,-64,5413,2
Seoul Dynasty,12,12,4,18,39,21,120,-38,5413,3
Philadelphia Fusion,12,10,6,13,36,23,126,-14,5413,4
Hangzhou Spark,8,8,8,4,33,29,128,-10,5413,5
New York Excelsior,7,7,9,-4,28,32,124,-24,5413,6
Guangzhou Charge,4,4,12,-21,19,40,140,64,5413,7
Los Angeles Valiant,0,0,16,-45,3,48,146,102,5413,8
Shanghai Dragons,23,12,4,21,38,17,124,-22,5414,1
Seoul Dynasty,13,12,4,17,39,22,120,-35,5414,2
Chengdu Hunters,13,11,5,18,38,20,116,-70,5414,3
Philadelphia Fusion,10,10,6,12,37,25,126,-9,5414,4
Hangzhou Spark,8,8,8,3,32,29,128,-7,5414,5
New York Excelsior,7,7,9,-3,29,32,124,-28,5414,6
Guangzhou Charge,4,4,12,-22,17,39,140,64,5414,7
Los Angeles Valiant,0,0,16,-46,2,48,146,107,5414,8
Shanghai Dragons,22,12,4,21,38,17,124,-19,5415,1
Seoul Dynasty,12,12,4,17,38,21,121,-31,5415,2
Chengdu Hunters,12,10,6,11,35,24,118,-56,5415,3
Philadelphia Fusion,10,10,6,12,36,24,125,-16,5415,4
Hangzhou Spark,8,8,8,6,34,28,129,-9,5415,5
New York Excelsior,7,7,9,-3,29,32,124,-28,5415,6
Guangzhou Charge,5,5,11,-18,20,38,138,59,5415,7
Los Angeles Valiant,0,0,16,-46,2,48,145,100,5415,8
Shanghai Dragons,19,11,5,15,35,20,127,-4,5416,1
Chengdu Hunters,16,11,5,18,38,20,115,-74,5416,2
Seoul Dynasty,14,13,3,23,41,18,117,-53,5416,3
Philadelphia Fusion,9,9,7,8,34,26,129,3,5416,4
Hangzhou Spark,8,8,8,3,32,29,127,-13,5416,5
New York Excelsior,8,8,8,1,31,30,121,-40,5416,6
Guangzhou Charge,4,4,12,-22,17,39,141,70,5416,7
Los Angeles Valiant,0,0,16,-46,2,48,147,111,5416,8
Shanghai Dragons,22,12,4,22,38,16,124,-25,5417,1
Chengdu Hunters,13,11,5,18,38,20,116,-68,5417,2
Seoul Dynasty,12,12,4,16,38,22,120,-33,5417,3
Philadelphia Fusion,10,10,6,13,37,24,126,-12,5417,4
Hangzhou Spark,8,8,8,3,32,29,128,-7,5417,5
New York Excelsior,7,7,9,-4,28,32,124,-24,5417,6
Guangzhou Charge,4,4,12,-23,16,39,140,65,5417,7
Los Angeles Valiant,0,0,16,-45,3,48,146,104,5417,8
Shanghai Dragons,23,12,4,22,38,16,124,-21,5418,1
Chengdu Hunters,13,11,5,16,38,22,116,-65,5418,2
Seoul Dynasty,12,12,4,18,38,20,120,-39,5418,3
Philadelphia Fusion,10,10,6,11,35,24,126,-9,5418,4
Hangzhou Spark,8,8,8,5,34,29,128,-13,5418,5
New York Excelsior,7,7,9,-3,29,32,124,-27,5418,6
Guangzhou Charge,4,4,12,-25,16,41,140,73,5418,7
Los Angeles Valiant,0,0,16,-44,4,48,146,101,5418,8
Shanghai Dragons,22,12,4,21,38,17,124,-18,5419,1
Chengdu Hunters,13,11,5,16,38,22,116,-66,5419,2
Seoul Dynasty,12,12,4,19,39,20,120,-41,5419,3
Philadelphia Fusion,10,10,6,12,35,23,126,-11,5419,4
Hangzhou Spark,8,8,8,5,33,28,128,-13,5419,5
New York Excelsior,7,7,9,-3,29,32,124,-28,5419,6
Guangzhou Charge,4,4,12,-24,15,39,140,72,5419,7
Los Angeles Valiant,0,0,16,-46,2,48,146,105,5419,8
Shanghai Dragons,22,12,4,21,38,17,122,-27,5420,1
Chengdu Hunters,14,11,5,17,38,21,117,-64,5420,2
Philadelphia Fusion,11,11,5,16,38,22,124,-18,5420,3
Seoul Dynasty,11,11,5,14,37,23,123,-27,5420,4
Hangzhou Spark,7,7,9,1,32,31,131,-1,5420,5
New York Excelsior,7,7,9,-3,29,32,125,-24,5420,6
Guangzhou Charge,5,5,11,-20,18,38,136,55,5420,7
Los Angeles Valiant,0,0,16,-46,2,48,146,106,5420,8
Shanghai Dragons,23,12,4,22,38,16,124,-23,5421,1
Chengdu Hunters,13,10,6,12,36,24,117,-62,5421,2
Seoul Dynasty,12,12,4,18,38,20,120,-35,5421,3
Philadelphia Fusion,9,9,7,8,34,26,129,0,5421,4
New York Excelsior,9,9,7,4,33,29,119,-46,5421,5
Hangzhou Spark,8,8,8,3,33,30,128,-5,5421,6
Guangzhou Charge,4,4,12,-21,18,39,140,63,5421,7
Los Angeles Valiant,0,0,16,-46,2,48,147,108,5421,8
Shanghai Dragons,22,12,4,21,38,17,123,-25,5422,1
Chengdu Hunters,13,11,5,16,38,22,115,-70,5422,2
Seoul Dynasty,12,12,4,18,39,21,121,-33,5422,3
Philadelphia Fusion,9,9,7,8,34,26,129,2,5422,4
New York Excelsior,8,8,8,2,32,30,121,-42,5422,5
Hangzhou Spark,7,7,9,-1,30,31,131,5,5422,6
Guangzhou Charge,5,5,11,-18,19,37,137,53,5422,7
Los Angeles Valiant,0,0,16,-46,2,48,147,110,5422,8
Shanghai Dragons,23,12,4,21,38,17,123,-24,5423,1
Chengdu Hunters,13,11,5,18,38,20,116,-69,5423,2
Seoul Dynasty,12,12,4,17,39,22,121,-33,5423,3
Philadelphia Fusion,10,10,6,13,37,24,126,-12,5423,4
Hangzhou Spark,7,7,9,1,32,31,131,-1,5423,5
New York Excelsior,7,7,9,-4,28,32,124,-25,5423,6
Guangzhou Charge,5,5,11,-20,18,38,137,58,5423,7
Los Angeles Valiant,0,0,16,-46,2,48,146,106,5423,8
Shanghai Dragons,22,12,4,20,38,18,122,-25,5424,1
Chengdu Hunters,13,11,5,17,38,21,117,-63,5424,2
Philadelphia Fusion,11,11,5,17,38,21,124,-21,5424,3
Seoul Dynasty,11,11,5,15,38,23,123,-29,5424,4
Hangzhou Spark,7,7,9,0,31,31,131,1,5424,5
New York Excelsior,7,7,9,-4,28,32,125,-21,5424,6
Guangzhou Charge,5,5,11,-19,18,37,136,53,5424,7
Los Angeles Valiant,0,0,16,-46,2,48,146,105,5424,8
Shanghai Dragons,20,12,4,20,38,18,125,-13,5425,1
Chengdu Hunters,13,10,6,11,35,24,117,-59,5425,2
Seoul Dynasty,12,12,4,17,39,22,120,-36,5425,3
Hangzhou Spark,9,9,7,10,35,25,126,-22,5425,4
Philadelphia Fusion,9,9,7,9,35,26,128,-6,5425,5
New York Excelsior,8,8,8,1,31,30,121,-39,5425,6
Guangzhou Charge,4,4,12,-22,17,39,141,71,5425,7
Los Angeles Valiant,0,0,16,-46,2,48,146,104,5425,8
Shanghai Dragons,20,12,4,21,38,17,124,-17,5426,1
Chengdu Hunters,14,11,5,15,38,23,115,-70,5426,2
Seoul Dynasty,12,12,4,19,39,20,120,-40,5426,3
Philadelphia Fusion,9,9,7,6,32,26,129,5,5426,4
Hangzhou Spark,8,8,8,6,34,28,128,-14,5426,5
New York Excelsior,8,8,8,2,31,29,121,-44,5426,6
Guangzhou Charge,4,4,12,-23,16,39,140,71,5426,7
Los Angeles Valiant,0,0,16,-46,2,48,147,109,5426,8
Shanghai Dragons,23,12,4,21,38,17,123,-25,5427,1
Chengdu Hunters,13,11,5,16,38,22,116,-65,5427,2
Seoul Dynasty,11,11,5,13,36,23,122,-27,5427,3
Philadelphia Fusion,10,10,6,13,37,24,127,-9,5427,4
Hangzhou Spark,8,8,8,4,33,29,128,-9,5427,5
New York Excelsior,8,8,8,1,32,31,122,-35,5427,6
Guangzhou Charge,4,4,12,-22,17,39,139,61,5427,7
Los Angeles Valiant,0,0,16,-46,2,48,147,109,5427,8
Shanghai Dragons,20,12,4,21,38,17,124,-22,5428,1
Chengdu Hunters,13,10,6,13,35,22,118,-57,5428,2
Seoul Dynasty,12,12,4,17,39,22,120,-37,5428,3
Philadelphia Fusion,10,10,6,14,37,23,126,-14,5428,4
Hangzhou Spark,8,8,8,3,32,29,128,-9,5428,5
New York Excelsior,8,8,8,1,30,29,122,-33,5428,6
Guangzhou Charge,4,4,12,-24,16,40,140,68,5428,7
Los Angeles Valiant,0,0,16,-45,3,48,146,104,5428,8
Shanghai Dragons,20,12,4,20,38,18,124,-19,5429,1
Chengdu Hunters,13,11,5,16,38,22,115,-70,5429,2
Seoul Dynasty,12,12,4,17,39,22,120,-36,5429,3
Philadelphia Fusion,10,9,7,8,34,26,129,3,5429,4
Hangzhou Spark,8,8,8,4,33,29,128,-10,5429,5
New York Excelsior,8,8,8,3,32,29,121,-44,5429,6
Guangzhou Charge,4,4,12,-22,17,39,140,65,5429,7
Los Angeles Valiant,0,0,16,-46,2,48,147,111,5429,8
Shanghai Dragons,20,12,4,21,38,17,125,-17,5430,1
Seoul Dynasty,12,12,4,17,39,22,119,-41,5430,2
Chengdu Hunters,12,10,6,12,35,23,119,-50,5430,3
Philadelphia Fusion,11,10,6,14,37,23,125,-20,5430,4
Hangzhou Spark,9,9,7,8,35,27,125,-23,5430,5
New York Excelsior,7,7,9,-4,28,32,125,-18,5430,6
Guangzhou Charge,3,3,13,-28,14,42,143,81,5430,7
Los Angeles Valiant,1,1,15,-40,5,45,143,88,5430,8
Shanghai Dragons,19,11,5,18,37,19,127,-13,5431,1
Chengdu Hunters,15,11,5,19,38,19,116,-73,5431,2
Seoul Dynasty,13,13,3,21,41,20,117,-46,5431,3
Philadelphia Fusion,10,10,6,11,36,25,126,-6,5431,4
Hangzhou Spark,8,8,8,2,32,30,127,-8,5431,5
New York Excelsior,7,7,9,-3,29,32,124,-29,5431,6
Guangzhou Charge,4,4,12,-22,17,39,141,67,5431,7
Los Angeles Valiant,0,0,16,-46,2,48,146,108,5431,8
Shanghai Dragons,22,12,4,21,38,17,124,-22,5432,1
Seoul Dynasty,12,12,4,16,38,22,121,-30,5432,2
Chengdu Hunters,12,10,6,14,37,23,118,-62,5432,3
Philadelphia Fusion,10,10,6,12,37,25,125,-12,5432,4
Hangzhou Spark,8,8,8,4,34,30,129,-6,5432,5
New York Excelsior,7,7,9,-2,30,32,124,-30,5432,6
Guangzhou Charge,5,5,11,-19,19,38,138,58,5432,7
Los Angeles Valiant,0,0,16,-46,2,48,145,104,5432,8
Shanghai Dragons,22,12,4,21,38,17,123,-23,5433,1
Chengdu Hunters,13,11,5,18,38,20,116,-69,5433,2
Seoul Dynasty,12,12,4,18,39,21,121,-35,5433,3
Philadelphia Fusion,10,10,6,13,36,23,126,-13,5433,4
Hangzhou Spark,7,7,9,1,32,31,131,-1,5433,5
New York Excelsior,7,7,9,-5,27,32,124,-23,5433,6
Guangzhou Charge,5,5,11,-20,18,38,137,59,5433,7
Los Angeles Valiant,0,0,16,-46,2,48,146,105,5433,8
Shanghai Dragons,20,12,4,22,38,16,123,-27,5434,1
Seoul Dynasty,15,12,4,16,38,22,121,-31,5434,2
Chengdu Hunters,14,11,5,17,38,21,115,-69,5434,3
Philadelphia Fusion,9,9,7,9,35,26,129,-1,5434,4
New York Excelsior,8,8,8,0,30,30,121,-35,5434,5
Hangzhou Spark,7,7,9,1,32,31,131,-1,5434,6
Guangzhou Charge,5,5,11,-21,19,40,137,59,5434,7
Los Angeles Valiant,0,0,16,-44,4,48,147,105,5434,8
Shanghai Dragons,22,12,4,21,38,17,125,-19,5435,1
Seoul Dynasty,12,12,4,17,39,22,120,-35,5435,2
Chengdu Hunters,12,10,6,14,37,23,118,-62,5435,3
Philadelphia Fusion,10,10,6,12,37,25,125,-12,5435,4
Hangzhou Spark,9,9,7,6,35,29,126,-13,5435,5
New York Excelsior,7,7,9,-2,30,32,124,-30,5435,6
Guangzhou Charge,4,4,12,-22,17,39,141,67,5435,7
Los Angeles Valiant,0,0,16,-46,2,48,145,104,5435,8
Shanghai Dragons,21,12,4,21,38,17,123,-22,5436,1
Chengdu Hunters,13,11,5,15,38,23,115,-68,5436,2
Seoul Dynasty,12,12,4,18,39,21,121,-34,5436,3
Philadelphia Fusion,9,9,7,8,34,26,129,0,5436,4
New York Excelsior,8,8,8,1,31,30,121,-40,5436,5
Hangzhou Spark,7,7,9,2,33,31,131,-2,5436,6
Guangzhou Charge,5,5,11,-19,19,38,137,58,5436,7
Los Angeles Valiant,0,0,16,-46,2,48,147,108,5436,8
Shanghai Dragons,21,12,4,21,38,17,122,-29,5437,1
Chengdu Hunters,13,11,5,18,38,20,117,-65,5437,2
Philadelphia Fusion,11,11,5,17,38,21,124,-20,5437,3
Seoul Dynasty,11,11,5,12,35,23,123,-22,5437,4
Hangzhou Spark,7,7,9,1,32,31,131,0,5437,5
New York Excelsior,7,7,9,-4,28,32,125,-21,5437,6
Guangzhou Charge,5,5,11,-19,19,38,136,51,5437,7
Los Angeles Valiant,0,0,16,-46,2,48,146,106,5437,8
Shanghai Dragons,23,12,4,22,38,16,122,-32,5438,1
Chengdu Hunters,13,11,5,15,38,23,117,-58,5438,2
Philadelphia Fusion,12,11,5,16,38,22,124,-19,5438,3
Seoul Dynasty,11,11,5,13,36,23,123,-23,5438,4
Hangzhou Spark,7,7,9,-1,30,31,131,5,5438,5
New York Excelsior,7,7,9,-2,30,32,125,-24,5438,6
Guangzhou Charge,5,5,11,-19,18,37,136,50,5438,7
Los Angeles Valiant,0,0,16,-44,4,48,146,101,5438,8
Shanghai Dragons,20,12,4,22,38,16,124,-23,5439,1
Seoul Dynasty,12,12,4,16,38,22,120,-33,5439,2
Chengdu Hunters,12,10,6,12,36,24,118,-57,5439,3
Philadelphia Fusion,11,10,6,13,37,24,126,-13,5439,4
Hangzhou Spark,8,8,8,5,33,28,128,-11,5439,5
New York Excelsior,8,8,8,1,31,30,122,-35,5439,6
Guangzhou Charge,4,4,12,-23,16,39,140,67,5439,7
Los Angeles Valiant,0,0,16,-46,2,48,146,105,5439,8
Shanghai Dragons,19,11,5,17,36,19,127,-10,5440,1
Chengdu Hunters,15,10,6,14,37,23,119,-56,5440,2
Seoul Dynasty,12,12,4,18,39,21,119,-43,5440,3
Philadelphia Fusion,12,11,5,16,38,22,123,-21,5440,4
Hangzhou Spark,9,9,7,6,35,29,125,-19,5440,5
New York Excelsior,7,7,9,-3,29,32,125,-22,5440,6
Guangzhou Charge,4,4,12,-24,17,41,141,72,5440,7
Los Angeles Valiant,0,0,16,-44,4,48,145,99,5440,8
Shanghai Dragons,20,12,4,22,38,16,125,-18,5441,1
Seoul Dynasty,14,12,4,16,38,22,120,-35,5441,2
Chengdu Hunters,11,9,7,7,32,25,120,-45,5441,3
Philadelphia Fusion,10,10,6,14,37,23,125,-20,5441,4
Hangzhou Spark,9,9,7,10,35,25,126,-23,5441,5
New York Excelsior,8,8,8,1,30,29,122,-33,5441,6
Guangzhou Charge,4,4,12,-25,15,40,141,76,5441,7
Los Angeles Valiant,0,0,16,-45,3,48,145,98,5441,8
Shanghai Dragons,20,12,4,21,38,17,124,-20,5442,1
Chengdu Hunters,12,10,6,11,36,25,119,-50,5442,2
Philadelphia Fusion,11,11,5,16,38,22,123,-23,5442,3
Seoul Dynasty,11,11,5,14,37,23,122,-31,5442,4
Hangzhou Spark,10,9,7,8,35,27,126,-19,5442,5
New York Excelsior,7,7,9,-2,30,32,125,-24,5442,6
Guangzhou Charge,4,4,12,-24,16,40,140,70,5442,7
Los Angeles Valiant,0,0,16,-44,4,48,145,97,5442,8
Shanghai Dragons,20,12,4,22,38,16,124,-25,5443,1
Chengdu Hunters,14,10,6,13,36,23,118,-60,5443,2
Seoul Dynasty,12,12,4,16,38,22,120,-32,5443,3
Philadelphia Fusion,10,10,6,12,37,25,126,-9,5443,4
Hangzhou Spark,8,8,8,3,32,29,128,-6,5443,5
New York Excelsior,8,8,8,2,32,30,122,-38,5443,6
Guangzhou Charge,4,4,12,-22,17,39,140,63,5443,7
Los Angeles Valiant,0,0,16,-46,2,48,146,107,5443,8
Shanghai Dragons,20,12,4,20,38,18,123,-25,5444,1
Seoul Dynasty,13,12,4,17,39,22,121,-31,5444,2
Chengdu Hunters,13,11,5,18,38,20,116,-67,5444,3
Philadelphia Fusion,10,10,6,14,37,23,126,-15,5444,4
Hangzhou Spark,7,7,9,-2,29,31,131,7,5444,5
New York Excelsior,7,7,9,-5,27,32,124,-21,5444,6
Guangzhou Charge,5,5,11,-17,20,37,137,49,5444,7
Los Angeles Valiant,0,0,16,-45,3,48,146,103,5444,8
Shanghai Dragons,20,12,4,20,38,18,124,-16,5445,1
Chengdu Hunters,13,10,6,11,36,25,118,-57,5445,2
Seoul Dynasty,12,12,4,19,40,21,120,-40,5445,3
Philadelphia Fusion,10,10,6,11,36,25,126,-9,5445,4
Hangzhou Spark,8,8,8,5,34,29,128,-12,5445,5
New York Excelsior,8,8,8,2,32,30,122,-39,5445,6
Guangzhou Charge,4,4,12,-22,17,39,140,68,5445,7
Los Angeles Valiant,0,0,16,-46,2,48,146,105,5445,8
Shanghai Dragons,21,12,4,22,38,16,122,-30,5446,1
Chengdu Hunters,13,11,5,14,38,24,117,-58,5446,2
Philadelphia Fusion,11,11,5,14,38,24,124,-15,5446,3
Seoul Dynasty,11,11,5,14,37,23,123,-25,5446,4
Hangzhou Spark,7,7,9,0,31,31,131,3,5446,5
New York Excelsior,7,7,9,-1,31,32,125,-28,5446,6
Guangzhou Charge,5,5,11,-19,18,37,136,52,5446,7
Los Angeles Valiant,0,0,16,-44,4,48,146,101,5446,8
Shanghai Dragons,20,12,4,20,38,18,124,-20,5447,1
Seoul Dynasty,14,12,4,18,39,21,120,-37,5447,2
Chengdu Hunters,13,11,5,18,38,20,115,-74,5447,3
Philadelphia Fusion,9,9,7,8,34,26,129,3,5447,4
Hangzhou Spark,8,8,8,2,32,30,128,-5,5447,5
New York Excelsior,8,8,8,1,31,30,121,-40,5447,6
Guangzhou Charge,4,4,12,-21,18,39,140,62,5447,7
Los Angeles Valiant,0,0,16,-46,2,48,147,111,5447,8
Shanghai Dragons,23,12,4,22,38,16,124,-22,5448,1
Chengdu Hunters,13,11,5,16,38,22,116,-67,5448,2
Seoul Dynasty,12,12,4,17,38,21,120,-34,5448,3
Philadelphia Fusion,10,10,6,11,36,25,126,-9,5448,4
Hangzhou Spark,8,8,8,5,34,29,128,-10,5448,5
New York Excelsior,7,7,9,-3,29,32,124,-29,5448,6
Guangzhou Charge,4,4,12,-22,17,39,140,66,5448,7
Los Angeles Valiant,0,0,16,-46,2,48,146,105,5448,8
Shanghai Dragons,23,12,4,21,38,17,123,-24,5449,1
Chengdu Hunters,12,10,6,14,37,23,119,-59,5449,2
Philadelphia Fusion,11,11,5,15,38,23,123,-18,5449,3
Seoul Dynasty,11,11,5,14,37,23,123,-27,5449,4
Hangzhou Spark,8,8,8,4,32,28,129,-7,5449,5
New York Excelsior,7,7,9,-2,30,32,125,-27,5449,6
Guangzhou Charge,5,5,11,-20,18,38,137,58,5449,7
Los Angeles Valiant,0,0,16,-46,2,48,145,104,5449,8
Shanghai Dragons,22,12,4,22,38,16,122,-30,5450,1
Chengdu Hunters,13,11,5,16,38,22,118,-58,5450,2
Philadelphia Fusion,11,11,5,16,38,22,124,-20,5450,3
Seoul Dynasty,11,11,5,13,36,23,122,-26,5450,4
Hangzhou Spark,7,7,9,1,32,31,130,-2,5450,5
New York Excelsior,7,7,9,-4,28,32,126,-18,5450,6
Guangzhou Charge,4,4,12,-22,18,40,138,58,5450,7
Los Angeles Valiant,1,1,15,-42,5,47,144,96,5450,8
Shanghai Dragons,22,12,4,22,38,16,123,-26,5451,1
Chengdu Hunters,13,11,5,18,38,20,115,-73,5451,2
Seoul Dynasty,12,12,4,17,38,21,121,-33,5451,3
Philadelphia Fusion,9,9,7,8,34,26,129,2,5451,4
New York Excelsior,8,8,8,0,30,30,121,-37,5451,5
Hangzhou Spark,7,7,9,1,32,31,131,-1,5451,6
Guangzhou Charge,5,5,11,-21,18,39,137,60,5451,7
Los Angeles Valiant,0,0,16,-45,3,48,147,108,5451,8
Shanghai Dragons,23,12,4,20,38,18,124,-19,5452,1
Seoul Dynasty,13,12,4,18,40,22,120,-37,5452,2
Chengdu Hunters,13,11,5,17,38,21,116,-66,5452,3
Philadelphia Fusion,10,10,6,14,37,23,126,-16,5452,4
Hangzhou Spark,8,8,8,3,32,29,128,-7,5452,5
New York Excelsior,7,7,9,-5,27,32,124,-22,5452,6
Guangzhou Charge,4,4,12,-21,18,39,140,63,5452,7
Los Angeles Valiant,0,0,16,-46,2,48,146,104,5452,8
Shanghai Dragons,22,12,4,21,38,17,124,-22,5453,1
Seoul Dynasty,13,12,4,17,39,22,121,-31,5453,2
Chengdu Hunters,12,10,6,13,37,24,118,-58,5453,3
Philadelphia Fusion,10,10,6,14,37,23,125,-19,5453,4
Hangzhou Spark,8,8,8,3,33,30,129,-3,5453,5
New York Excelsior,7,7,9,-4,28,32,124,-24,5453,6
Guangzhou Charge,5,5,11,-18,19,37,138,56,5453,7
Los Angeles Valiant,0,0,16,-46,2,48,145,101,5453,8
Shanghai Dragons,20,12,4,21,38,17,124,-20,5454,1
Chengdu Hunters,13,11,5,16,38,22,115,-69,5454,2
Seoul Dynasty,12,12,4,18,39,21,120,-37,5454,3
Philadelphia Fusion,10,9,7,9,35,26,129,-2,5454,4
Hangzhou Spark,8,8,8,4,33,29,128,-9,5454,5
New York Excelsior,8,8,8,0,31,31,121,-37,5454,6
Guangzhou Charge,4,4,12,-22,17,39,140,66,5454,7
Los Angeles Valiant,0,0,16,-46,2,48,147,108,5454,8
Shanghai Dragons,22,12,4,22,38,16,123,-27,5455,1
Chengdu Hunters,15,10,6,13,36,23,119,-57,5455,2
Philadelphia Fusion,11,11,5,15,38,23,124,-15,5455,3
Seoul Dynasty,11,11,5,13,36,23,122,-27,5455,4
Hangzhou Spark,8,8,8,4,33,29,128,-9,5455,5
New York Excelsior,8,8,8,2,32,30,123,-35,5455,6
Guangzhou Charge,4,4,12,-23,16,39,139,63,5455,7
Los Angeles Valiant,0,0,16,-46,2,48,146,107,5455,8
Shanghai Dragons,20,12,4,20,38,18,124,-17,5456,1
Seoul Dynasty,13,12,4,19,40,21,120,-41,5456,2
Chengdu Hunters,13,11,5,17,38,21,116,-69,5456,3
Philadelphia Fusion,10,10,6,11,36,25,126,-7,5456,4
Hangzhou Spark,8,8,8,4,33,29,128,-11,5456,5
New York Excelsior,7,7,9,-2,30,32,124,-31,5456,6
Guangzhou Charge,4,4,12,-23,16,39,140,69,5456,7
Los Angeles Valiant,0,0,16,-46,2,48,146,107,5456,8
Shanghai Dragons,22,12,4,22,38,16,123,-28,5457,1
Chengdu Hunters,13,11,5,19,38,19,116,-71,5457,2
Seoul Dynasty,12,12,4,17,38,21,121,-31,5457,3
Philadelphia Fusion,10,10,6,13,36,23,126,-12,5457,4
Hangzhou Spark,7,7,9,-1,30,31,131,5,5457,5
New York Excelsior,7,7,9,-5,27,32,124,-23,5457,6
Guangzhou Charge,5,5,11,-19,18,37,137,54,5457,7
Los Angeles Valiant,0,0,16,-46,2,48,146,106,5457,8
Shanghai Dragons,22,12,4,20,38,18,124,-15,5458,1
Chengdu Hunters,13,11,5,16,38,22,116,-65,5458,2
Seoul Dynasty,12,12,4,19,40,21,120,-42,5458,3
Philadelphia Fusion,10,10,6,13,36,23,126,-14,5458,4
Hangzhou Spark,8,8,8,6,34,28,128,-16,5458,5
New York Excelsior,7,7,9,-4,28,32,124,-25,5458,6
Guangzhou Charge,4,4,12,-24,15,39,140,73,5458,7
Los Angeles Valiant,0,0,16,-46,2,48,146,104,5458,8
Shanghai Dragons,22,12,4,20,38,18,124,-19,5459,1
Chengdu Hunters,13,11,5,15,38,23,116,-63,5459,2
Seoul Dynasty,12,12,4,18,39,21,120,-36,5459,3
Philadelphia Fusion,10,10,6,12,36,24,126,-12,5459,4
Hangzhou Spark,8,8,8,3,33,30,128,-6,5459,5
New York Excelsior,7,7,9,-3,29,32,124,-27,5459,6
Guangzhou Charge,4,4,12,-20,20,40,140,61,5459,7
Los Angeles Valiant,0,0,16,-45,3,48,146,102,5459,8
Shanghai Dragons,23,12,4,21,38,17,124,-22,5460,1
Seoul Dynasty,13,12,4,17,39,22,120,-36,5460,2
Chengdu Hunters,13,11,5,19,38,19,116,-70,5460,3
Philadelphia Fusion,10,10,6,14,37,23,126,-14,5460,4
Hangzhou Spark,8,8,8,3,32,29,128,-8,5460,5
New York Excelsior,7,7,9,-5,27,32,124,-22,5460,6
Guangzhou Charge,4,4,12,-23,16,39,140,66,5460,7
Los Angeles Valiant,0,0,16,-46,2,48,146,106,5460,8
Shanghai Dragons,22,12,4,22,38,16,123,-28,5461,1
Chengdu Hunters,13,11,5,17,38,21,116,-67,5461,2
Seoul Dynasty,12,12,4,16,38,22,121,-29,5461,3
Philadelphia Fusion,10,10,6,13,37,24,126,-12,5461,4
Hangzhou Spark,7,7,9,0,31,31,131,3,5461,5
New York Excelsior,7,7,9,-3,29,32,124,-27,5461,6
Guangzhou Charge,5,5,11,-19,18,37,137,54,5461,7
Los Angeles Valiant,0,0,16,-46,2,48,146,106,5461,8
Shanghai Dragons,22,12,4,22,38,16,123,-26,5462,1
Chengdu Hunters,13,11,5,16,38,22,117,-62,5462,2
Philadelphia Fusion,11,11,5,15,38,23,124,-17,5462,3
Seoul Dynasty,11,11,5,14,37,23,122,-29,5462,4
Hangzhou Spark,8,8,8,4,33,29,128,-9,5462,5
New York Excelsior,7,7,9,-3,29,32,125,-24,5462,6
